frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1203,  0,  48.080,  0.98,  1, 0.00, 0.00, 0.34, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.33, 0.00, 0.30, 1.12, 2.48, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1204,  0,  48.120,  0.98,  1, 0.00, 0.00, 0.29, 0.20, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.67, 0.25, 0.00, 0.15, 1.77, 2.67, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1205,  0,  48.160,  0.98,  1, 0.00, 0.00, 0.25, 0.05, 0.00, 0.00, 0.00, 0.00, 0.26, 0.00, 0.81, 0.22, 0.00, 0.12, 1.94, 2.56, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1206,  0,  48.200,  0.98,  1, 0.00, 0.00, 0.10, 0.00, 0.02, 0.09, 0.05, 0.00, 0.45, 0.02, 0.68, 0.16, 0.07, 0.19, 2.01, 2.38, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1207,  0,  48.240,  0.93,  1, 0.00, 0.00, 0.08, 0.09, 0.11, 0.12, 0.10, 0.00, 0.66, 0.14, 0.40, 0.07, 0.30, 0.18, 1.90, 1.94, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1208,  0,  48.280,  0.98,  1, 0.00, 0.00, 0.01, 0.09, 0.24, 0.13, 0.20, 0.00, 0.89, 0.43, 0.17, 0.04, 0.61, 0.16, 1.68, 1.34, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
1209,  0,  48.320,  0.98,  1, 0.00, 0.00, 0.01, 0.09, 0.33, 0.04, 0.15, 0.00, 1.25, 0.86, 0.13, 0.09, 0.89, 0.16, 1.23, 0.63, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1210,  0,  48.360,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.35, 0.01, 0.12, 0.00, 1.49, 1.21, 0.14, 0.07, 0.95, 0.17, 0.93, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1211,  0,  48.400,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.27, 0.00, 0.02, 0.00, 1.56, 1.35, 0.23, 0.05, 0.90, 0.29, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1212,  0,  48.440,  0.93,  1, 0.00, 0.00, 0.00, 0.02, 0.17, 0.00, 0.02, 0.00, 1.38, 1.38, 0.15, 0.18, 1.00, 0.45, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1213,  0,  48.480,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 1.19, 1.35, 0.12, 0.35, 1.06, 0.58, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1214,  0,  48.520,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 0.02, 0.00, 0.06, 0.00, 0.97, 1.25, 0.01, 0.49, 1.22, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1215,  0,  48.560,  0.98,  1, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.13, 0.00, 0.82, 1.05, 0.00, 0.50, 1.16, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1216,  0,  48.600,  0.98,  1, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.23, 0.00, 0.70, 0.89, 0.00, 0.48, 1.18, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1217,  0,  48.640,  0.98,  1, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.26, 0.00, 0.72, 0.87, 0.00, 0.50, 1.13, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1218,  0,  48.680,  0.98,  1, 0.00, 0.00, 0.00, 0.15, 0.05, 0.00, 0.28, 0.02, 0.78, 0.93, 0.04, 0.53, 1.08, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1219,  0,  48.720,  0.98,  1, 0.00, 0.00, 0.00, 0.14, 0.17, 0.00, 0.33, 0.07, 0.92, 0.97, 0.05, 0.58, 1.11, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1220,  0,  48.760,  0.98,  1, 0.00, 0.00, 0.00, 0.17, 0.35, 0.00, 0.41, 0.18, 1.08, 1.03, 0.05, 0.55, 1.17, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1221,  0,  48.800,  0.98,  1, 0.00, 0.00, 0.00, 0.20, 0.47, 0.00, 0.45, 0.24, 1.27, 1.05, 0.00, 0.45, 1.28, 0.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1222,  0,  48.840,  0.98,  1, 0.00, 0.00, 0.00, 0.15, 0.54, 0.00, 0.50, 0.29, 1.39, 1.08, 0.00, 0.41, 1.29, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1223,  0,  48.880,  0.98,  1, 0.00, 0.00, 0.00, 0.10, 0.54, 0.00, 0.55, 0.30, 1.43, 1.12, 0.00, 0.43, 1.19, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1224,  0,  48.920,  0.98,  1, 0.00, 0.00, 0.00, 0.06, 0.59, 0.04, 0.65, 0.32, 1.47, 1.26, 0.00, 0.44, 1.05, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1225,  0,  48.960,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.64, 0.05, 0.71, 0.32, 1.50, 1.30, 0.00, 0.38, 0.91, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1226,  0,  49.000,  0.98,  1, 0.00, 0.00, 0.00, 0.01, 0.70, 0.05, 0.71, 0.38, 1.57, 1.39, 0.00, 0.32, 0.83, 0.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1227,  0,  49.040,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.74, 0.01, 0.70, 0.44, 1.61, 1.37, 0.00, 0.31, 0.81, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1228,  0,  49.080,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.64, 0.02, 0.62, 0.41, 1.52, 1.27, 0.10, 0.35, 0.66, 0.43, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
1229,  0,  49.120,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.43, 0.02, 0.58, 0.43, 1.26, 0.82, 0.21, 0.30, 0.52, 0.24, 0.41, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1230,  0,  49.160,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.25, 0.06, 0.55, 0.55, 0.96, 0.35, 0.33, 0.22, 0.41, 0.11, 0.86, 0.55, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1231,  0,  49.200,  0.93,  1, 0.00, 0.00, 0.00, 0.03, 0.12, 0.04, 0.46, 0.63, 0.67, 0.04, 0.36, 0.14, 0.31, 0.00, 1.29, 1.17, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1232,  0,  49.240,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.08, 0.15, 0.30, 0.45, 0.44, 0.00, 0.35, 0.13, 0.24, 0.00, 1.26, 1.67, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1233,  0,  49.280,  0.98,  1, 0.00, 0.00, 0.00, 0.03, 0.00, 0.16, 0.10, 0.17, 0.19, 0.00, 0.34, 0.15, 0.07, 0.09, 1.01, 2.18, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1234,  0,  49.320,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 0.00, 0.28, 0.02, 0.00, 0.09, 0.00, 0.21, 0.22, 0.07, 0.36, 0.57, 2.30, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
1235,  0,  49.360,  0.98,  1, 0.00, 0.00, 0.00, 0.09, 0.00, 0.18, 0.00, 0.00, 0.05, 0.00, 0.12, 0.32, 0.11, 0.66, 0.23, 2.29, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
1236,  0,  49.400,  0.98,  1, 0.00, 0.00, 0.00, 0.10, 0.00, 0.12, 0.00, 0.00, 0.07, 0.00, 0.00, 0.40, 0.16, 0.83, 0.02, 2.14, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
1237,  0,  49.440,  0.98,  1, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.36, 0.21, 0.80, 0.02, 1.96, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
1238,  0,  49.480,  0.98,  1, 0.00, 0.00, 0.00, 0.13, 0.00, 0.01, 0.00, 0.00, 0.10, 0.00, 0.00, 0.36, 0.22, 0.70, 0.00, 1.73, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1239,  0,  49.520,  0.98,  1, 0.00, 0.00, 0.00, 0.18, 0.00, 0.01, 0.00, 0.00, 0.11, 0.00, 0.00, 0.31, 0.28, 0.61, 0.00, 1.40, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1240,  0,  49.560,  0.98,  1, 0.00, 0.00, 0.00, 0.26, 0.00, 0.01, 0.00, 0.00, 0.13, 0.00, 0.00, 0.27, 0.25, 0.56, 0.00, 1.20, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1241,  0,  49.600,  0.98,  1, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.23, 0.15, 0.52, 0.00, 1.07, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1242,  0,  49.640,  0.98,  1, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.30, 0.05, 0.47, 0.00, 0.98, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1243,  0,  49.680,  0.98,  1, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.40, 0.01, 0.41, 0.00, 0.83, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1244,  0,  49.720,  0.98,  1, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.01, 0.00, 0.12, 0.00, 0.00, 0.50, 0.01, 0.34, 0.00, 0.59, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1245,  0,  49.760,  0.98,  1, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.06, 0.00, 0.12, 0.00, 0.00, 0.47, 0.05, 0.25, 0.07, 0.36, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1246,  0,  49.800,  0.98,  1, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.12, 0.00, 0.18, 0.00, 0.00, 0.46, 0.08, 0.22, 0.27, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1247,  0,  49.840,  0.98,  1, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.14, 0.00, 0.25, 0.06, 0.00, 0.34, 0.20, 0.22, 0.49, 0.08, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1248,  0,  49.880,  0.98,  1, 0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 0.19, 0.00, 0.34, 0.12, 0.00, 0.29, 0.22, 0.26, 0.63, 0.03, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1249,  0,  49.920,  0.98,  1, 0.00, 0.00, 0.00, 0.26, 0.00, 0.00, 0.20, 0.00, 0.34, 0.21, 0.00, 0.15, 0.23, 0.18, 0.78, 0.00, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1250,  0,  49.960,  0.93,  1, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.27, 0.00, 0.31, 0.15, 0.00, 0.07, 0.11, 0.08, 0.85, 0.00, 0.77, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1251,  0,  50.000,  0.93,  1, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.18, 0.00, 0.20, 0.09, 0.01, 0.01, 0.04, 0.00, 0.79, 0.07, 1.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1252,  0,  50.040,  0.98,  1, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.10, 0.00, 0.01, 0.06, 0.00, 0.00, 0.45, 0.16, 2.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1253,  0,  50.080,  0.98,  1, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.01, 0.01, 0.19, 0.00, 0.00, 0.15, 0.30, 2.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1254,  0,  50.120,  0.98,  1, 0.05, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.01, 0.00, 0.28, 0.02, 0.02, 0.00, 0.36, 1.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1255,  0,  50.160,  0.98,  1, 0.02, 0.00, 0.00, 0.00, 0.00, 0.27, 0.00, 0.00, 0.02, 0.03, 0.00, 0.30, 0.02, 0.07, 0.00, 0.38, 1.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1256,  0,  50.200,  0.98,  1, 0.00, 0.01, 0.00, 0.05, 0.00, 0.31, 0.03, 0.00, 0.07, 0.10, 0.00, 0.23, 0.02, 0.07, 0.02, 0.36, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
1257,  0,  50.240,  0.98,  1, 0.00, 0.01, 0.00, 0.05, 0.00, 0.18, 0.03, 0.00, 0.19, 0.18, 0.00, 0.22, 0.16, 0.05, 0.16, 0.44, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1258,  0,  50.280,  0.98,  1, 0.00, 0.01, 0.00, 0.05, 0.00, 0.08, 0.06, 0.00, 0.35, 0.16, 0.04, 0.14, 0.40, 0.00, 0.55, 0.53, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1259,  0,  50.320,  0.98,  1, 0.00, 0.00, 0.02, 0.00, 0.02, 0.15, 0.14, 0.07, 0.53, 0.10, 0.11, 0.16, 0.40, 0.00, 1.08, 0.60, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
1260,  0,  50.360,  0.98,  1, 0.00, 0.00, 0.02, 0.00, 0.04, 0.18, 0.32, 0.12, 0.64, 0.02, 0.17, 0.12, 0.24, 0.00, 1.47, 0.53, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1261,  0,  50.400,  0.98,  1, 0.00, 0.00, 0.02, 0.00, 0.04, 0.20, 0.43, 0.12, 0.72, 0.02, 0.20, 0.19, 0.00, 0.00, 1.64, 0.33, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1262,  0,  50.440,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.04, 0.09, 0.44, 0.05, 0.78, 0.03, 0.15, 0.16, 0.00, 0.00, 1.68, 0.14, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1263,  0,  50.480,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.03, 0.07, 0.38, 0.00, 0.84, 0.07, 0.12, 0.23, 0.00, 0.00, 1.69, 0.07, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1264,  0,  50.520,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.05, 0.03, 0.46, 0.00, 0.86, 0.06, 0.05, 0.16, 0.00, 0.00, 1.55, 0.11, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
1265,  0,  50.560,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.03, 0.03, 0.55, 0.00, 0.82, 0.04, 0.02, 0.11, 0.00, 0.03, 1.23, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1266,  0,  50.600,  0.98,  1, 0.00, 0.00, 0.00, 0.08, 0.02, 0.00, 0.56, 0.00, 0.78, 0.06, 0.00, 0.07, 0.00, 0.17, 0.81, 0.06, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1267,  0,  50.640,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.49, 0.00, 0.74, 0.11, 0.00, 0.20, 0.00, 0.32, 0.50, 0.02, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1268,  0,  50.680,  0.98,  1, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.38, 0.00, 0.77, 0.22, 0.00, 0.35, 0.00, 0.44, 0.34, 0.01, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1269,  0,  50.720,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.01, 0.01, 0.41, 0.00, 0.79, 0.21, 0.00, 0.32, 0.09, 0.30, 0.61, 0.29, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1270,  0,  50.760,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.06, 0.01, 0.42, 0.10, 0.76, 0.18, 0.06, 0.18, 0.25, 0.15, 1.11, 0.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
1271,  0,  50.800,  0.98,  1, 0.00, 0.00, 0.03, 0.02, 0.20, 0.04, 0.57, 0.36, 0.80, 0.19, 0.15, 0.14, 0.43, 0.00, 1.77, 1.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
1272,  0,  50.840,  0.98,  1, 0.00, 0.00, 0.03, 0.02, 0.35, 0.22, 0.61, 0.64, 0.84, 0.25, 0.29, 0.17, 0.46, 0.00, 2.25, 1.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
